"latitude","longitude","co2"
88.5,13.5,0.00061375985
88.5,14.25,0.00061375834
88.5,15,0.00061375677
88.5,15.75,0.00061375526
88.5,16.5,0.0006137537
88.5,17.25,0.0006137521
88.5,18,0.00061375037
88.5,18.75,0.0006137486
88.5,19.5,0.0006137469
88.5,20.25,0.0006137451
88.5,21,0.0006137434
88.5,21.75,0.0006137416
88.5,22.5,0.0006137398
88.5,23.25,0.00061373797
88.5,24,0.00061373616
88.5,24.75,0.0006137344
88.5,25.5,0.0006137327
88.5,26.25,0.000613731
88.5,27,0.00061372924
88.5,27.75,0.0006137275
88.5,28.5,0.00061372574
88.5,29.25,0.00061372394
88.5,30,0.00061372237
88.5,30.75,0.00061372085
88.5,31.5,0.0006137193
88.5,32.25,0.0006137177
88.5,33,0.00061371614
88.5,33.75,0.00061371457
88.5,34.5,0.00061371294
88.5,35.25,0.00061371084
88.5,36,0.0006137088
88.5,36.75,0.0006137067
88.5,37.5,0.0006137047
88.5,38.25,0.0006137026
88.5,39,0.0006137005
88.5,39.75,0.0006136984
88.5,40.5,0.0006136963
88.5,41.25,0.00061369414
88.5,42,0.00061369233
88.5,42.75,0.00061369076
88.5,43.5,0.00061368925
88.5,44.25,0.0006136877
88.5,45,0.0006136861
88.5,45.75,0.00061368453
88.5,46.5,0.000613683
88.5,47.25,0.0006136806
88.5,48,0.00061367813
88.5,48.75,0.0006136756
88.5,49.5,0.0006136731
88.5,50.25,0.0006136707
